Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage,Hazard Event Grouped
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,460,Lightning/Storms
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,448,Lightning/Storms
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,418,Lightning/Storms
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,413,Lightning/Storms
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,383,Lightning/Storms
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,381,Lightning/Storms
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,358,Lightning/Storms
6,Hail/ Lightning,4,1973,1,0,0,25,Hail/Storms
1,Hail/ Lightning,4,1973,1,0,0,24,Hail/Storms
1,Winter Weather,2,1973,2,0,0,0,Winter Weather
3,Lightning,3,1973,1,11,0,0,Lightning
2,Hail/ Severe Storm/Thunder Storm/ Wind,3,1974,1,0,0,148644,Hail/Storms
3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1974,1,0,0,145346,Hail/Storms
1,Hail/ Wind,2,1974,1,0,5,126495,Hail/Storms
2,Tornado,2,1974,1,0,0,87154,Storms
6,Tornado,1,1974,1,0,12,80734,Storms
3,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,45086,Lightning/Storms
4,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,41407,Lightning/Storms
5,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,37732,Lightning/Storms
1,Lightning/ Wind,2,1974,1,0,0,22441,Wind
5,Winter Weather,4,1974,2,0,0,22276,Winter Weather
6,Lightning/ Wind,2,1974,1,0,0,22214,Wind
3,Winter Weather,4,1974,2,0,0,22087,Winter Weather
4,Lightning/ Wind,2,1974,1,0,0,21686,Wind
4,Winter Weather,4,1974,2,0,0,21213,Winter Weather
3,Lightning/ Wind,2,1974,1,0,0,20918,Wind
6,Winter Weather,4,1974,2,0,0,20462,Winter Weather
5,Lightning/ Wind,2,1974,1,0,0,19871,Wind
1,Winter Weather,4,1974,2,0,0,18944,Winter Weather
6,Lightning/ Wind,1,1974,1,0,1,18552,Wind
1,Hail/ Lightning/ Wind,1,1974,1,0,0,18482,Hail/Storms
1,Lightning/ Wind,1,1974,1,0,2,18473,Wind
5,Hail/ Lightning/ Wind,1,1974,1,0,0,18390,Hail/Storms
4,Lightning/ Wind,1,1974,1,0,1,18187,Wind
4,Hail/ Lightning/ Wind,1,1974,1,0,0,18156,Hail/Storms
3,Hail/ Lightning/ Wind,1,1974,1,0,0,17811,Hail/Storms
5,Lightning/ Wind,1,1974,1,0,2,17402,Wind
2,Hail/ Lightning/ Wind,1,1974,1,0,0,17166,Hail/Storms
3,Lightning/ Wind,1,1974,1,0,1,15952,Wind
2,Lightning/ Wind,1,1974,1,0,1,15869,Wind
2,Hail/ Lightning/ Wind,2,1974,1,0,0,14582,Hail/Storms
1,Lightning/ Wind,2,1974,1,0,9,13104,Wind
2,Coastal,4,1974,1,0,0,12360,Coastal
2,Lightning/ Wind,2,1974,1,0,0,7958,Wind
3,Lightning/ Severe Storm/Thunder Storm,2,1974,1,0,0,7745,Lightning/Storms
6,Wind,4,1974,1,0,0,3979,Wind
4,Lightning/ Wind,3,1974,1,0,0,3916,Wind
3,Lightning/ Wind,3,1974,1,0,0,3669,Wind
5,Lightning/ Wind,3,1974,1,0,0,3429,Wind
1,Wind,4,1974,1,0,0,3417,Wind
3,Hail/ Wind,3,1974,1,0,0,3298,Hail/Storms
4,Hail/ Wind,3,1974,1,0,0,3094,Hail/Storms
5,Hail/ Wind,3,1974,1,0,0,2956,Hail/Storms
5,Hail/ Lightning/ Wind,2,1974,1,0,0,2736,Hail/Storms
2,Hail/ Lightning/ Wind,2,1974,1,0,0,2589,Hail/Storms
4,Hail/ Lightning/ Wind,2,1974,1,0,0,2559,Hail/Storms
5,Hail/ Lightning/ Wind,2,1974,1,0,0,1655,Hail/Storms
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,831,Hail/Storms
3,Severe Storm/Thunder Storm,1,1974,1,0,0,623,Storms
6,Severe Storm/Thunder Storm,1,1974,1,0,0,601,Storms
4,Severe Storm/Thunder Storm,1,1974,1,0,0,596,Storms
4,Lightning/ Wind,2,1974,1,0,0,338,Wind
3,Lightning/ Wind,2,1974,1,0,0,332,Wind
5,Lightning/ Wind,2,1974,1,0,0,320,Wind
1,Winter Weather,1,1974,1,0,0,0,Winter Weather
1,Hail/ Wind,1,1974,1,0,0,0,Hail/Storms
1,Lightning/ Severe Storm/Thunder Storm,3,1974,1,0,0,0,Lightning/Storms
1,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1975,1,5,17,3774757,Flooding/Storms
3,Tornado,4,1975,1,0,79,748372,Storms
6,Tornado,4,1975,1,0,44,740288,Storms
1,Tornado,1,1975,1,0,52,431570,Storms
2,Wind,2,1975,1,0,0,79180,Wind
2,Hail/ Lightning/ Wind,2,1975,1,0,0,75875,Hail/Storms
2,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,73323,Flooding/Storms
3,Hail/ Lightning/ Wind,2,1975,1,0,0,46198,Hail/Storms
1,Winter Weather,1,1975,2,0,0,43376,Winter Weather
5,Wind,3,1975,1,0,0,43340,Wind
4,Hail/ Lightning/ Wind,2,1975,1,0,0,42196,Hail/Storms
1,Hail/ Lightning/ Wind,2,1975,1,0,0,42011,Hail/Storms
3,Hail/ Lightning/ Wind,3,1975,1,0,0,24505,Hail/Storms
5,Hail/ Lightning/ Wind,3,1975,1,0,0,23542,Hail/Storms
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,3,22876,Lightning/Storms
4,Hail/ Lightning/ Wind,3,1975,1,0,0,22471,Hail/Storms
2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,21706,Lightning/Storms
1,Hail/ Lightning/ Wind,3,1975,1,0,0,21278,Hail/Storms
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,21143,Lightning/Storms
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,19644,Lightning/Storms
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,2,19348,Lightning/Storms
1,Severe Storm/Thunder Storm,3,1975,1,0,0,18639,Storms
4,Lightning/ Wind,2,1975,1,0,0,18191,Wind
3,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17777,Flooding/Storms
2,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17724,Flooding/Storms
4,Hail/ Lightning/ Wind,1,1975,1,0,3,17712,Hail/Storms
2,Lightning/ Wind,2,1975,1,0,0,17624,Wind
1,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17517,Flooding/Storms
1,Lightning/ Wind,2,1975,1,0,0,17405,Wind
4,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17195,Flooding/Storms
5,Hail/ Lightning/ Wind,1,1975,1,0,3,16980,Hail/Storms
6,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,16953,Flooding/Storms
3,Lightning/ Wind,2,1975,1,0,0,16841,Wind
2,Hail/ Lightning/ Wind,1,1975,1,0,3,16746,Hail/Storms
5,Lightning/ Wind,2,1975,1,0,0,16725,Wind
1,Hail/ Lightning/ Wind,1,1975,1,0,3,16315,Hail/Storms
3,Hail/ Lightning/ Wind,1,1975,1,0,3,15825,Hail/Storms
6,Lightning/ Wind,2,1975,1,0,0,15745,Wind
6,Hail/ Lightning/ Wind,1,1975,1,0,3,15596,Hail/Storms
5,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,15523,Flooding/Storms
3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7919,Hail/Storms
4,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7540,Hail/Storms
5,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7492,Hail/Storms
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,6892,Hail/Storms
1,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,6358,Flooding/Storms
1,Hail/ Wind,2,1975,1,0,0,5582,Hail/Storms
1,Hail/ Lightning/ Wind,2,1975,1,0,0,2949,Hail/Storms
6,Hail/ Lightning/ Wind,2,1975,1,0,0,2817,Hail/Storms
1,Lightning,3,1975,1,0,0,2426,Lightning
3,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2391,Flooding/Storms
1,Hail/ Lightning/ Wind,1,1975,1,0,0,2386,Hail/Storms
5,Lightning,3,1975,1,0,0,2377,Lightning
6,Hail/ Lightning/ Wind,2,1975,1,0,0,2354,Hail/Storms
3,Hail/ Lightning/ Wind,2,1975,1,0,0,2339,Hail/Storms
5,Hail/ Lightning/ Wind,2,1975,1,0,0,2281,Hail/Storms
3,Hail/ Lightning/ Wind,1,1975,1,0,0,2277,Hail/Storms
4,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2238,Flooding/Storms
1,Hail/ Lightning/ Wind,2,1975,1,0,0,2215,Hail/Storms
3,Lightning,3,1975,1,0,0,2207,Lightning
6,Lightning,3,1975,1,0,0,2202,Lightning
2,Hail/ Lightning/ Wind,2,1975,1,0,0,2194,Hail/Storms
2,Hail/ Lightning/ Wind,1,1975,1,0,0,2182,Hail/Storms
4,Hail/ Lightning/ Wind,1,1975,1,0,0,2177,Hail/Storms
2,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2098,Flooding/Storms
4,Lightning,3,1975,1,0,0,2071,Lightning
5,Hail/ Lightning/ Wind,1,1975,1,0,0,2065,Hail/Storms
5,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2007,Flooding/Storms
6,Severe Storm/Thunder Storm,1,1975,1,0,0,1875,Storms
4,Wind,4,1975,1,0,0,1870,Wind
4,Severe Storm/Thunder Storm,1,1975,1,0,0,1858,Storms
2,Wind,4,1975,1,0,0,1840,Wind
3,Severe Storm/Thunder Storm,1,1975,1,0,0,1834,Storms
2,Severe Storm/Thunder Storm,1,1975,1,0,0,1823,Storms
1,Severe Storm/Thunder Storm,1,1975,1,0,0,1760,Storms
5,Severe Storm/Thunder Storm,1,1975,1,0,0,1745,Storms
3,Wind,4,1975,1,0,0,1692,Wind
5,Wind,4,1975,1,0,0,1676,Wind
6,Wind,4,1975,1,0,0,1632,Wind
1,Wind,4,1975,1,0,0,1609,Wind
1,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,230,Storms
2,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219,Storms
5,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219,Storms
6,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208,Storms
3,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208,Storms
3,Hail/ Lightning/ Wind,2,1975,1,0,0,180,Hail/Storms
6,Hail/ Lightning/ Wind,2,1975,1,0,0,174,Hail/Storms
1,Hail/ Lightning/ Wind,2,1975,1,0,0,158,Hail/Storms
4,Hail/ Lightning/ Wind,2,1975,1,0,0,155,Hail/Storms
5,Hail/ Lightning/ Wind,2,1975,1,0,0,154,Hail/Storms
2,Hail/ Lightning/ Wind,2,1975,1,0,0,152,Hail/Storms
6,Winter Weather,1,1975,2,0,0,0,Winter Weather
1,Winter Weather,1,1975,2,0,0,0,Winter Weather
2,Winter Weather,1,1975,2,0,0,0,Winter Weather
4,Winter Weather,1,1975,2,0,0,0,Winter Weather
3,Winter Weather,1,1975,2,0,0,0,Winter Weather
5,Winter Weather,1,1975,2,0,0,0,Winter Weather
2,Tornado,1,1976,1,0,38,8490331,Storms
1,Flooding,2,1976,2,7,27,2620856,Flooding
1,Flooding/ Severe Storm/Thunder Storm,4,1976,2,0,4,1375553,Flooding/Storms
1,Flooding/ Severe Storm/Thunder Storm,4,1976,1,0,0,858306,Flooding/Storms
4,Tornado,2,1976,1,0,37,835955,Storms
3,Tornado,2,1976,1,12,37,834766,Storms
5,Wind,1,1976,1,0,1,360291,Wind
2,Wind,1,1976,1,0,3,328027,Wind
4,Wind,1,1976,1,0,2,314421,Wind
4,Severe Storm/Thunder Storm/ Wind,1,1976,1,0,0,203513,Storms
2,Severe Storm/Thunder Storm/ Wind,1,1976,1,0,0,201888,Storms
4,Flooding,4,1976,11,0,0,188302,Flooding
1,Flooding,4,1976,11,0,0,176500,Flooding
5,Flooding,4,1976,11,0,0,173967,Flooding
6,Flooding,4,1976,11,0,0,172485,Flooding
2,Flooding,4,1976,11,0,0,161269,Flooding
3,Flooding,4,1976,11,0,0,159925,Flooding
4,Tornado,1,1976,1,0,0,86425,Storms
1,Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,86377,Storms
2,Hail,2,1976,1,0,0,84958,Hail
1,Lightning,2,1976,1,0,0,41654,Lightning
4,Lightning/ Wind,4,1976,1,0,0,24087,Wind
2,Lightning/ Wind,4,1976,1,0,0,23350,Wind
3,Lightning/ Wind,4,1976,1,0,0,23321,Wind
5,Lightning/ Wind,4,1976,1,0,0,22049,Wind
1,Hail/ Lightning/ Wind,2,1976,1,0,0,9483,Hail/Storms
4,Hail/ Lightning/ Wind,2,1976,1,0,0,9280,Hail/Storms
5,Hail/ Lightning/ Wind,2,1976,1,0,0,7711,Hail/Storms
2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,7659,Lightning/Storms
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,2,0,0,5899,Lightning/Storms
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,5836,Lightning/Storms
1,Wind,1,1976,1,0,0,5605,Wind
3,Severe Storm/Thunder Storm,2,1976,2,0,0,4194,Storms
3,Flooding,3,1976,2,0,0,3981,Flooding
3,Severe Storm/Thunder Storm,2,1976,1,0,0,3905,Storms
2,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,3730,Storms
3,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,3605,Storms
5,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,1,3258,Storms
4,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,3,3200,Storms
1,Heat,1,1976,29,0,0,1830,Drought/Heat
6,Heat,1,1976,29,0,0,1808,Drought/Heat
3,Heat,1,1976,29,0,0,1804,Drought/Heat
2,Heat,1,1976,29,0,0,1743,Drought/Heat
5,Heat,1,1976,29,0,0,1612,Drought/Heat
4,Heat,1,1976,29,0,0,1596,Drought/Heat
3,Hail,2,1976,1,0,0,857,Hail
4,Tornado,4,1977,1,0,78,7364839,Storms
1,Flooding/ Severe Storm/Thunder Storm,4,1977,2,0,0,399192,Flooding/Storms
3,Tornado,2,1977,1,0,0,86409,Storms
2,Severe Storm/Thunder Storm,2,1977,1,0,0,84610,Storms
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,78261,Hail/Storms
1,Hail/ Lightning/ Wind,2,1977,1,0,0,42694,Hail/Storms
1,Flooding,4,1977,2,0,0,28332,Flooding
4,Lightning/ Wind,3,1977,1,0,0,18752,Wind
2,Lightning/ Wind,3,1977,1,0,0,18730,Wind
6,Lightning/ Wind,3,1977,1,0,0,18473,Wind
3,Lightning/ Wind,3,1977,1,0,0,18458,Wind
1,Drought/ Heat,3,1977,31,0,0,18427,Drought/Heat
5,Drought/ Heat,3,1977,31,0,0,17306,Drought/Heat
3,Drought/ Heat,3,1977,31,0,0,17161,Drought/Heat
2,Drought/ Heat,3,1977,31,0,0,16348,Drought/Heat
5,Lightning/ Wind,3,1977,1,0,0,16257,Wind
6,Drought/ Heat,3,1977,31,0,0,16050,Drought/Heat
4,Drought/ Heat,3,1977,31,0,0,15759,Drought/Heat
1,Lightning/ Wind,3,1977,1,0,0,15730,Wind
3,Wind,2,1977,1,0,0,8681,Wind
1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,8565,Storms
5,Hail/ Lightning/ Wind,2,1977,1,0,0,7214,Hail/Storms
1,Severe Storm/Thunder Storm,3,1977,1,0,3,6229,Storms
1,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,3960,Flooding/Storms
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3787,Storms
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,1,3783,Storms
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3726,Storms
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3704,Storms
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3556,Storms
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3415,Storms
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3303,Storms
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3220,Storms
6,Hail/ Lightning/ Wind,2,1977,1,0,2,1883,Hail/Storms
3,Wind,2,1977,1,0,0,1878,Wind
3,Hail/ Lightning/ Wind,2,1977,1,0,2,1864,Hail/Storms
3,Winter Weather,1,1977,31,0,0,1853,Winter Weather
4,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1838,Storms
6,Winter Weather,1,1977,31,0,0,1820,Winter Weather
1,Hail/ Lightning/ Wind,2,1977,1,0,3,1819,Hail/Storms
4,Winter Weather,1,1977,31,0,0,1818,Winter Weather
2,Wind,2,1977,1,0,0,1816,Wind
4,Hail/ Lightning/ Wind,2,1977,1,0,2,1814,Hail/Storms
6,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1802,Storms
2,Winter Weather,1,1977,31,0,0,1781,Winter Weather
3,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1764,Storms
6,Winter Weather,1,1977,31,0,0,1761,Winter Weather
1,Wind,2,1977,1,0,0,1752,Wind
5,Winter Weather,1,1977,31,0,0,1733,Winter Weather
2,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1724,Storms
2,Hail/ Lightning/ Wind,2,1977,1,0,0,1722,Hail/Storms
6,Wind,2,1977,1,0,0,1705,Wind
2,Winter Weather,1,1977,31,0,0,1670,Winter Weather
5,Wind,2,1977,1,0,0,1670,Wind
1,Winter Weather,1,1977,31,0,0,1623,Winter Weather
5,Winter Weather,1,1977,31,0,0,1621,Winter Weather
4,Winter Weather,1,1977,31,0,0,1619,Winter Weather
5,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1608,Storms
3,Winter Weather,1,1977,31,0,0,1599,Winter Weather
5,Hail/ Lightning/ Wind,2,1977,1,0,0,1596,Hail/Storms
4,Wind,2,1977,1,0,0,1575,Wind
1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1562,Storms
1,Winter Weather,1,1977,31,0,0,1557,Winter Weather
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,739,Hail/Storms
1,Severe Storm/Thunder Storm,4,1977,1,0,0,642,Storms
2,Wind,1,1977,1,0,0,184,Wind
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,184,Storms
4,Severe Storm/Thunder Storm,4,1977,1,0,0,184,Storms
1,Wind,1,1977,1,0,0,181,Wind
4,Wind,1,1977,1,0,0,181,Wind
2,Severe Storm/Thunder Storm,4,1977,1,0,0,180,Storms
6,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178,Storms
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178,Storms
1,Severe Storm/Thunder Storm,4,1977,1,0,0,177,Storms
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,174,Storms
5,Wind,1,1977,1,0,0,171,Wind
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,171,Storms
3,Wind,1,1977,1,0,0,169,Wind
3,Severe Storm/Thunder Storm,4,1977,1,0,0,169,Storms
5,Severe Storm/Thunder Storm,4,1977,1,0,0,168,Storms
6,Severe Storm/Thunder Storm,4,1977,1,0,0,167,Storms
1,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,161,Storms
6,Wind,1,1977,1,0,0,159,Wind
6,Tornado,2,1978,1,0,0,4160753,Storms
1,Flooding/ Severe Storm/Thunder Storm,3,1978,2,0,0,2036585,Flooding/Storms
6,Flooding/ Wind,1,1978,2,0,0,187802,Wind
2,Flooding/ Wind,1,1978,2,0,0,184287,Wind
4,Flooding/ Wind,1,1978,2,0,0,179394,Wind
3,Flooding/ Wind,1,1978,2,0,0,169263,Wind
1,Flooding/ Wind,1,1978,2,0,0,167420,Wind
5,Flooding/ Wind,1,1978,2,0,0,161337,Wind
3,Severe Storm/Thunder Storm,2,1978,1,0,0,85886,Storms
4,Severe Storm/Thunder Storm/ Wind,2,1978,1,0,0,77191,Storms
4,Tornado,2,1978,1,0,0,74250,Storms
2,Wind,1,1978,2,0,0,62197,Wind
1,Flooding,1,1978,6,0,0,17788,Flooding
5,Flooding,1,1978,6,0,0,17698,Flooding
6,Flooding,1,1978,6,0,0,17617,Flooding
2,Flooding,1,1978,6,0,0,17543,Flooding
3,Flooding,1,1978,6,0,0,16706,Flooding
4,Flooding,1,1978,6,0,0,15590,Flooding
4,Tornado,3,1978,1,0,0,7335,Storms
4,Tornado,3,1978,1,0,0,7161,Storms
2,Hail,1,1978,1,0,0,6711,Hail
1,Winter Weather,1,1978,1,0,0,6151,Winter Weather
1,Severe Storm/Thunder Storm,2,1978,1,0,0,6080,Storms
1,Winter Weather,1,1978,2,0,0,5886,Winter Weather
1,Hail,2,1978,1,0,0,5432,Hail
4,Lightning,3,1978,1,26,13,4311,Lightning
6,Drought/ Heat,4,1978,31,0,0,1823,Drought/Heat
3,Drought/ Heat,4,1978,31,0,0,1796,Drought/Heat
2,Drought/ Heat,4,1978,31,0,0,1762,Drought/Heat
1,Drought/ Heat,4,1978,31,0,0,1635,Drought/Heat
5,Drought/ Heat,4,1978,31,0,0,1589,Drought/Heat
4,Drought/ Heat,4,1978,31,0,0,1553,Drought/Heat
4,Drought,2,1978,13,0,0,184,Drought/Heat
1,Drought,2,1978,13,0,0,181,Drought/Heat
6,Drought,2,1978,13,0,0,166,Drought/Heat
2,Drought,2,1978,13,0,0,162,Drought/Heat
3,Drought,2,1978,13,0,0,159,Drought/Heat
5,Drought,2,1978,13,0,0,157,Drought/Heat
1,Hail/ Severe Storm/Thunder Storm,2,1978,1,0,0,45,Hail/Storms
1,Tornado,1,1979,1,0,24,8174876,Storms
2,Tornado,3,1979,1,0,0,7436965,Storms
5,Hurricane/Tropical Storm,3,1979,2,0,0,3774487,Storms
2,Hurricane/Tropical Storm,3,1979,2,0,0,3696605,Storms
4,Hurricane/Tropical Storm,3,1979,2,0,0,3515342,Storms
3,Hurricane/Tropical Storm,3,1979,2,0,0,3119732,Storms
5,Winter Weather,1,1979,1,0,0,2790471,Winter Weather
3,Winter Weather,1,1979,1,0,0,2666034,Winter Weather
6,Winter Weather,1,1979,1,0,0,2648861,Winter Weather
1,Winter Weather,1,1979,1,0,0,2527329,Winter Weather
4,Winter Weather,1,1979,1,0,0,2423499,Winter Weather
3,Flooding/ Severe Storm/Thunder Storm,3,1979,1,0,0,831754,Flooding/Storms
2,Tornado,3,1979,1,0,0,799178,Storms
1,Flooding/ Severe Storm/Thunder Storm,2,1979,1,0,0,787131,Flooding/Storms
2,Tornado,3,1979,1,0,0,759865,Storms
1,Severe Storm/Thunder Storm,1,1979,1,0,15,253888,Storms
6,Winter Weather,1,1979,2,0,0,188922,Winter Weather
2,Winter Weather,1,1979,2,0,0,181789,Winter Weather
4,Winter Weather,1,1979,2,0,0,173898,Winter Weather
3,Winter Weather,1,1979,2,11,0,164870,Winter Weather
1,Winter Weather,1,1979,2,0,0,163663,Winter Weather
5,Winter Weather,1,1979,2,0,0,159907,Winter Weather
2,Flooding,2,1979,3,0,0,119899,Flooding
4,Tornado,2,1979,1,0,0,80559,Storms
3,Severe Storm/Thunder Storm,3,1979,1,0,0,36275,Storms
2,Coastal/ Hurricane/Tropical Storm/ Wind,2,1979,1,2,0,14394,Coastal
6,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,8250,Hail/Storms
1,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,7649,Hail/Storms
1,Flooding,4,1979,1,0,0,2433,Flooding
5,Tornado,3,1979,1,0,0,851,Storms
4,Lightning,3,1979,1,12,0,0,Lightning
1,Tornado,2,1980,1,0,30,4047411,Storms
3,Tornado,2,1980,1,0,0,811305,Storms
6,Flooding,1,1980,3,0,0,635168,Flooding
4,Flooding,1,1980,3,0,0,624743,Flooding
5,Severe Storm/Thunder Storm/ Wind,3,1980,1,11,15,260916,Storms
3,Severe Storm/Thunder Storm/ Wind,3,1980,1,0,14,241973,Storms
1,Lightning/ Wind,3,1980,1,0,0,207318,Wind
1,Winter Weather,1,1980,2,0,0,187664,Winter Weather
5,Winter Weather,1,1980,2,0,0,182082,Winter Weather
2,Winter Weather,1,1980,2,0,0,181083,Winter Weather
4,Winter Weather,1,1980,2,0,0,180600,Winter Weather
3,Winter Weather,1,1980,2,0,0,169108,Winter Weather
6,Winter Weather,1,1980,2,0,0,159546,Winter Weather
1,Winter Weather,1,1980,1,0,0,129427,Winter Weather
2,Wind,4,1980,3,1,1,114850,Wind
5,Lightning,3,1980,1,0,0,83674,Lightning
4,Tornado,3,1980,1,0,0,79656,Storms
2,Wind,2,1980,1,0,0,77532,Wind
2,Hail/ Severe Storm/Thunder Storm/ Wind,2,1980,1,0,0,74559,Hail/Storms
2,Wind,3,1980,1,11,22,74361,Wind
1,Lightning/ Wind,3,1980,1,0,12,28451,Wind
4,Flooding,1,1980,17,0,0,18923,Flooding
6,Winter Weather,1,1980,2,0,0,18905,Winter Weather
4,Wind,1,1980,1,1,0,18504,Wind
1,Wind,1,1980,1,1,0,18477,Wind
3,Flooding,1,1980,17,0,0,18437,Flooding
3,Winter Weather,1,1980,2,0,0,18211,Winter Weather
2,Wind,1,1980,1,0,0,18065,Wind
4,Flooding/ Wind,3,1980,1,0,0,17946,Wind
5,Flooding,1,1980,17,0,0,17893,Flooding
5,Wind,1,1980,1,1,0,17848,Wind
1,Flooding/ Wind,3,1980,1,0,0,17729,Wind
5,Flooding/ Wind,3,1980,1,0,0,17259,Wind
5,Winter Weather,1,1980,2,0,0,17161,Winter Weather
3,Flooding/ Wind,3,1980,1,0,0,17087,Wind
1,Winter Weather,1,1980,2,0,0,17027,Winter Weather
6,Flooding/ Wind,3,1980,1,0,0,16822,Wind
2,Winter Weather,1,1980,2,0,0,16389,Winter Weather
2,Flooding/ Wind,3,1980,1,0,0,16279,Wind
6,Flooding,1,1980,17,0,0,16252,Flooding
3,Wind,1,1980,1,2,0,16209,Wind
1,Flooding,1,1980,17,0,0,15949,Flooding
2,Flooding,1,1980,17,0,0,15830,Flooding
4,Winter Weather,1,1980,2,0,0,15646,Winter Weather
6,Wind,1,1980,1,0,0,15520,Wind
1,Winter Weather,1,1980,1,0,0,14281,Winter Weather
1,Winter Weather,1,1980,2,0,0,4421,Winter Weather
2,Winter Weather,1,1980,2,0,0,4233,Winter Weather
1,Winter Weather,1,1980,1,0,0,1682,Winter Weather
2,Winter Weather,4,1980,3,0,0,686,Winter Weather
4,Winter Weather,4,1980,1,0,0,394,Winter Weather
1,Winter Weather,4,1980,1,0,0,381,Winter Weather
3,Winter Weather,4,1980,1,0,0,380,Winter Weather
5,Winter Weather,4,1980,1,0,0,378,Winter Weather
